# skill_name_map.tsv - generated by poe_tools.py (build-item-names)
# generated: 2026-09-15T15:29:38Z
# GrantedEffects.Id (read live from memory) -> ActiveSkills.DisplayedName.
# columns: granted_effect_id	displayed_name	icon_ddsfile
TriggeredTitanicArrowsPlayer	[DNT-UNUSED] Titanic Arrows	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredTrailOfCaltropsPlayer	Caltrops	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredTrailOfCaltropsRogueExileHuntress1	Caltrops	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredVolcanicEruptionPlayer	Volcanic Eruption	Art/2DArt/SkillIcons/VolcanicEruptionSkillIcon.dds
TriggeredWindDancerPlayer	Gale Force	Art/2DArt/SkillIcons/InspiringCry.dds
TriggeredXibaquasRendingPlayer	Fiery Reclamation	Art/2DArt/SkillIcons/Rolldodge.dds
TrinityPlayer	Trinity	Art/2DArt/SkillIcons/HuntressTrinitySkillIcon.dds
TripleSlashPlayer	[DNT-UNUSED] Triple Slash Combo	Art/2DArt/SkillIcons/passives/fencing.dds
TriskelionCascadePlayer	Triskelion Cascade	Art/2DArt/SkillIcons/ExpeditionTriskelionCascade.dds
TumourSpiderGooAttach	Ensnaring Arrow	Art/2DArt/SkillIcons/EnsnaringArrow.dds
TwilightTeleport	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
TwisterPlayer	Twister	Art/2DArt/SkillIcons/TwisterSkillIcon.dds
TwisterRogueExileHuntress1	Twister	Art/2DArt/SkillIcons/TwisterSkillIcon.dds
UltimatumMeleeApplyRuin	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
UltimatumRuneLightningStorm	Firestorm	Art/2DArt/SkillIcons/WitchFirestorm.dds
UnboundAvatarPlayer	Unbound Avatar	Art/2DArt/SkillIcons/MonkInvokerUnboundAvatar.dds
UnearthPlayer	Unearth	Art/2DArt/SkillIcons/WitchUnearth.dds
UnearthRogueExileWitch1	Unearth	Art/2DArt/SkillIcons/WitchUnearth.dds
UniqueAtziriHeraldPlayer	Herald of the Royal Queen	Art/2DArt/SkillIcons/AtziriHeraldOfBlood.dds
UniqueBreachLightningBoltPlayer	Lightning Bolt	Art/2DArt/SkillIcons/LightningBoltSkillStaff.dds
UniqueDuskVigilTriggeredBlazingClusterPlayer	Ember Fusillade	Art/2DArt/SkillIcons/SorceressBlazingCluster.dds
UniqueEarthboundTriggeredSparkPlayer	Spark	Art/2DArt/SkillIcons/SorceressSpark.dds
UniqueHeraldOfAshPlayer	Herald of Ash	Art/2DArt/SkillIcons/HeraldOfAshSkill.dds
UniqueHeraldOfIcePlayer	Herald of Ice	Art/2DArt/SkillIcons/HeraldOfIceSkill.dds
UniqueHeraldOfThunderPlayer	Herald of Thunder	Art/2DArt/SkillIcons/HeraldOfThunderSkill.dds
UniqueWitheringPresencePlayer	Withering Presence	Art/2DArt/SkillIcons/WitchWitheringPresence.dds
UnleashPlayer	Unleash	Art/2DArt/SkillIcons/SorceressTemporalistUnleash.dds
UnloadAmmoPlayer	Basic Bolt	Art/2DArt/SkillIcons/StandardBolts.dds
UnloadAmmoRogueExile	Basic Bolt	Art/2DArt/SkillIcons/StandardBolts.dds
UnusablePlayer	???	
VaalBloodPriestExsanguinate	Exsanguinate	Art/2DArt/SkillIcons/BloodTendrilsSkill.dds
VaalConstructGolemLightningCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
VaalIncursionArchitectProjectileChaos	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
VaalIncursionArchitectProjectileChaos2	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
VaalIncursionArchitectProjectileChaos2Clone	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
VaalIncursionArchitectProjectileChaosClone	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
VaalIncursionArchitectProjectileChaosCombo	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
VaalIncursionArchitectProjectileFire	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
VaalIncursionArchitectProjectileFire2	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
VaalIncursionArchitectProjectileFireCombo	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
VaalIncursionArchitectProjectileLightning	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
VaalIncursionArchitectProjectileLightning2	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
VaalIncursionArchitectProjectileLightningCombo	Firebolt	Art/2DArt/SkillIcons/FireballSkillStaff.dds
VaalIncursionArmourFirestorm	Firestorm	Art/2DArt/SkillIcons/WitchFirestorm.dds
VaalIncursionFirestorm	Firestorm	Art/2DArt/SkillIcons/WitchFirestorm.dds
VaalIncursionLegionFirestorm	Firestorm	Art/2DArt/SkillIcons/WitchFirestorm.dds
VaalIncursionSuperFirestorm	Firestorm	Art/2DArt/SkillIcons/WitchFirestorm.dds
VaalStormcallerBallLightning	Ball Lightning	Art/2DArt/SkillIcons/SorceressBallLightning.dds
VaalZealotColdCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
VaalZealotColdEyeOfWinter	Eye of Winter	Art/2DArt/SkillIcons/FrozenSphere.dds
VaalZealotFireCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
ValakosChargePlayer	Valako's Charge	Art/2DArt/SkillIcons/ValakosLuckLightningCoilSkill.dds
VampireQueenComboAttack	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
VaultingImpactExileMonk1	Vaulting Impact	Art/2DArt/SkillIcons/MonkVaultingImpact.dds
VaultingImpactPlayer	Vaulting Impact	Art/2DArt/SkillIcons/MonkVaultingImpact.dds
VerisiumManifestationPlayer	Verisium Manifestations	Art/2DArt/SkillIcons/ExpeditionRunewordManifest.dds
VileDisruptionPlayer	His Vile Intrusion	Art/2DArt/SkillIcons/VileDisruption.dds
VineArrowPlayer	Vine Arrow	Art/2DArt/SkillIcons/RangerPoisonVineArrowSkill.dds
VineArrowRogueExileRanger2	Vine Arrow	Art/2DArt/SkillIcons/RangerPoisonVineArrowSkill.dds
VirtuousBarrierPlayer	Virtuous Barrier	Art/2DArt/SkillIcons/GemBarrier.dds
VividStampedePlayer	Vivid Stampede	Art/2DArt/SkillIcons/WildspeakerVividStagsSkill.dds
VoidIllusionPlayer	Void Illusion	Art/2DArt/SkillIcons/MonkVoidIllusion.dds
VolatileDeadPlayer	Volatile Dead	Art/2DArt/SkillIcons/VolatileDeadWeaponSkill.dds
VolcanicFissurePlayer	Volcanic Fissure	Art/2DArt/SkillIcons/BruteVolcanicFissure.dds
VolcanoPlayer	Volcano	Art/2DArt/SkillIcons/DruidVolcano.dds
VoltaicBarrierPlayer	Voltaic Barrier	Art/2DArt/SkillIcons/ExpeditionCracklingBarrier.dds
VoltaicMarkPlayer	Voltaic Mark	Art/2DArt/SkillIcons/ShockingMarkSkill.dds
VulnerabilityPlayer	Vulnerability	Art/2DArt/SkillIcons/vulnerability.dds
VultureDemonLeap	Dash	Art/2DArt/SkillIcons/iconbasicattack.dds
WalkingCalamityMeteorPlayer	Meteors	Art/2DArt/SkillIcons/DruidWalkingCalamity.dds
WalkingCalamityPlayer	Walking Calamity	Art/2DArt/SkillIcons/DruidWalkingCalamity.dds
WandArcaneSurgePlayer	[DNT-UNUSED] A placeholder self-buff	Art/2DArt/BuffIcons/ArcaneSurge.dds
WarBannerPlayer	War Banner	Art/2DArt/SkillIcons/WarBannerSkill.dds
WarBannerReservationPlayer	War Banner	Art/2DArt/SkillIcons/WarBannerSkill.dds
WardboundMinionsPlayer	Wardbound Minions	Art/2DArt/SkillIcons/ExpeditionWardboundMinions.dds
WaterBubbleWaterDjinn	Navira's Embrace	Art/2DArt/SkillIcons/SorceressSummonWaterDjinn.dds
WaveOfFrostPlayer	Wave of Frost	Art/2DArt/SkillIcons/MonkFreezingBackflip.dds
WeaponGrantedChaosboltPlayer	Chaos Bolt	Art/2DArt/SkillIcons/ChaosBoltWeaponSkill.dds
WeaponGrantedChaosboltRogueExileWitch2	Chaos Bolt	Art/2DArt/SkillIcons/ChaosBoltWeaponSkill.dds
WhirlingAssaultExileMonk1	Whirling Assault	Art/2DArt/SkillIcons/MonkWhirlingAssault.dds
WhirlingAssaultPlayer	Whirling Assault	Art/2DArt/SkillIcons/MonkWhirlingAssault.dds
WhirlingSlashPlayer	Whirling Slash	Art/2DArt/SkillIcons/HuntressWhirlingSlash.dds
WhirlingSlashRogueExileHuntress1	Whirling Slash	Art/2DArt/SkillIcons/HuntressWhirlingSlash.dds
WhirlwindLancePlayer	Whirlwind Lance	Art/2DArt/SkillIcons/WindstormLanceSkillIcon.dds
WhirlwindLanceRogueExileHuntress1	Whirlwind Lance	Art/2DArt/SkillIcons/WindstormLanceSkillIcon.dds
WifeMonsterComboAttack	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
WildBreachBossCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
WildProtectorPlayer	Wild Protector	Art/2DArt/SkillIcons/WildspeakerBearSkill.dds
WindDancerPlayer	Wind Dancer	Art/2DArt/SkillIcons/RangerWindDancerSkill.dds
WindSerpentsFuryPlayer	Wind Serpent's Fury	Art/2DArt/SkillIcons/WindSerpentsFurySkillIcon.dds
WindSerpentsFuryRogueExileHuntress1	Wind Serpent's Fury	Art/2DArt/SkillIcons/WindSerpentsFurySkillIcon.dds
WingBlastPlayer	Wing Blast	Art/2DArt/SkillIcons/DruidWingBlast.dds
WitchHunterMarkPlayer	[DNT-UNUSED] Witch Hunter Mark	Art/2DArt/SkillIcons/ShockingMarkSkill.dds
WitherPlayer	Wither	Art/2DArt/SkillIcons/Wither.dds
WitheringPresencePlayer	Withering Presence	Art/2DArt/SkillIcons/WitchWitheringPresence.dds
WitheringPresenceRogueExileRanger2	Withering Presence	Art/2DArt/SkillIcons/WitchWitheringPresence.dds
WolfArcticHowlPlayer	Arctic Howl	Art/2DArt/SkillIcons/DruidTundraHunter.dds
WolfCrossSlashPlayer	Cross Slash	Art/2DArt/SkillIcons/DruidCrossSlash.dds
WolfHowlPlayer	[DNT-UNUSED] Howl	Art/2DArt/SkillIcons/DruidWolfHowl.dds
WolfLeapAttackMinion	Leap Slam	Art/2DArt/SkillIcons/BruteLeapSlam.dds
WolfLunarBlessingBeamAttackPlayer	Moonbeam	Art/2DArt/SkillIcons/DruidLunarBlessing.dds
WolfLunarBlessingPlayer	Lunar Blessing	Art/2DArt/SkillIcons/DruidLunarBlessing.dds
WolfPackPlayer	Wolf Pack	Art/2DArt/SkillIcons/DruidSummonWolf.dds
WolfPackleaderDashAttack	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
WolfPackleaderLungeBite	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
WolfPounceMarkPlayer	Predator's Mark	Art/2DArt/SkillIcons/DruidCrossSlash.dds
WolfPouncePlayer	Pounce	Art/2DArt/SkillIcons/DruidWolfLeapAttack.dds
WolfPounceSummonWolfPlayer	Summon Wolf	Art/2DArt/SkillIcons/DruidWolfHowl.dds
WolfShredPlayer	Shred	Art/2DArt/SkillIcons/DruidFrozenClaws.dds
WyvernDevourPlayer	Devour	Art/2DArt/SkillIcons/DruidDevourShock.dds
WyvernFlameBreathPlayer	Flame Breath	Art/2DArt/SkillIcons/DruidFlameBreath.dds
WyvernRendPlayer	Rend	Art/2DArt/SkillIcons/DruidWyvernSwipe.dds
